Date,Open,High,Low,Close,Adj Close,Volume
2024-11-29,182.13,186.48,180.25,184.76,184.76,36173357
2024-12-02,182.88,183.32,181.38,182.33,182.33,103192604
2024-12-03,181.57,182.12,177.7,178.2,178.2,93286579
2024-12-04,177.81,179.17,177.11,178.36,178.36,29090891
2024-12-05,179.2,181.54,177.48,180.5,180.5,53067245
2024-12-06,181.25,182.65,178.13,178.82,178.82,59559813
2024-12-09,178.73,182.63,177.05,181.24,181.24,20428070
2024-12-10,181.57,182.3,180.76,181.32,181.32,106709480
2024-12-11,181.56,184.15,179.35,181.57,181.57,7082163
2024-12-12,181.21,185.92,179.02,183.5,183.5,113647097
2024-12-13,183.8,188.6,181.18,185.96,185.96,95930978
2024-12-16,185.63,186.27,182.97,183.4,183.4,40089474
2024-12-17,185.16,186.13,182.08,183.45,183.45,114909148
2024-12-18,184.61,185.7,176.11,177.22,177.22,57603938
2024-12-19,177.14,177.51,175.22,175.59,175.59,93232788
2024-12-20,176.14,177.84,170.91,172.49,172.49,39264844
2024-12-23,174.11,175.2,168.34,169.14,169.14,66288510
2024-12-24,169.04,173.83,167.99,171.97,171.97,67172983
2024-12-25,171.25,175.88,170.31,173.94,173.94,63652985
2024-12-26,174.2,177.56,173.49,175.85,175.85,1000000
2024-12-27,176.88,179.64,175.32,178.59,178.59,101352420
2024-12-30,177.46,178.3,176.57,177.35,177.35,59753330
2024-12-31,177.24,178.02,174.94,175.8,175.8,61297327
2025-01-01,175.24,176.2,172.85,173.48,173.48,47827981
2025-01-02,173.56,173.94,171.32,171.69,171.69,15053233
2025-01-03,170.54,173.41,169.5,172.37,172.37,75773459
2025-01-06,171.46,173.43,170.97,172.61,172.61,58152194
2025-01-07,174.64,176.22,167.47,169.71,169.71,160522686
2025-01-08,169.19,173.57,167.13,171.89,171.89,58251011
2025-01-09,171.31,174.91,169.89,173.12,173.12,53834114
2025-01-10,173.61,176.69,172.75,175.84,175.84,60144971
2025-01-13,174.93,181.11,174.57,180.76,180.76,76942821
2025-01-14,181.26,181.95,177.47,178.17,178.17,128347155
2025-01-15,178.99,181.1,178.6,180.55,180.55,122114423
2025-01-16,181.09,181.46,179.66,180.3,180.3,1000000
2025-01-17,179.64,184.71,178.38,182.87,182.87,87105503
2025-01-20,182.13,185.75,180.86,183.5,183.5,12809120
2025-01-21,184.75,191.12,183.2,189.58,189.58,99999738
2025-01-22,189.66,190.91,188.35,189.37,189.37,24684362
2025-01-23,190.38,195.53,189.96,195.17,195.17,86550200
2025-01-24,195.73,197.92,194.14,195.38,195.38,29391838
2025-01-27,194.9,199.58,192.79,197.83,197.83,68626807
2025-01-28,197.78,199.74,196.17,198.3,198.3,65083832
2025-01-29,197.28,197.82,195.58,196.19,196.19,129806924
2025-01-30,196.04,198.39,195.7,198.03,198.03,1000000
2025-01-31,197.0,200.74,194.96,198.6,198.6,57167056
2025-02-03,199.59,201.5,192.62,194.05,194.05,134849782
2025-02-04,194.61,196.16,191.03,192.53,192.53,126480824
2025-02-05,193.62,196.1,190.55,192.55,192.55,104259228
2025-02-06,193.39,194.23,189.33,189.99,189.99,90580532
2025-02-07,189.62,190.84,186.55,188.73,188.73,94068011
2025-02-10,187.98,190.0,186.85,188.74,188.74,99297470
2025-02-11,188.15,193.4,185.82,191.95,191.95,76635604
2025-02-12,193.01,195.88,192.06,194.89,194.89,60086275
2025-02-13,195.29,196.04,192.63,193.28,193.28,51167770
2025-02-14,193.38,198.71,192.73,197.99,197.99,73397179
2025-02-17,198.89,199.43,195.89,196.53,196.53,63862598
2025-02-18,195.53,198.53,194.8,198.0,198.0,51515621
2025-02-19,197.76,202.83,196.22,200.88,200.88,85004272
2025-02-20,202.06,202.91,195.73,196.27,196.27,75455333
2025-02-21,194.85,195.75,191.85,193.38,193.38,25877384
2025-02-24,192.49,193.98,190.82,192.33,192.33,46761137
2025-02-25,193.4,194.0,192.27,193.08,193.08,94607602
2025-02-26,192.94,193.84,191.78,192.63,192.63,58210548
2025-02-27,190.51,196.02,189.47,194.68,194.68,119117974
2025-02-28,193.78,196.34,188.8,189.98,189.98,69744701
2025-03-03,191.35,193.24,182.7,183.68,183.68,100431332
2025-03-04,184.07,185.47,178.82,180.57,180.57,108811320
2025-03-05,180.7,182.0,180.05,181.64,181.64,95235067
2025-03-06,181.2,184.2,180.34,183.66,183.66,120136027
2025-03-07,183.27,184.33,182.06,183.02,183.02,1000000
2025-03-10,183.1,184.17,181.41,182.74,182.74,98289853
2025-03-11,181.67,184.63,180.28,183.15,183.15,78963731
2025-03-12,184.94,185.55,180.82,181.59,181.59,1000000
2025-03-13,182.05,183.32,178.68,180.57,180.57,41013715
2025-03-14,180.41,181.94,179.56,180.63,180.63,52587505
2025-03-17,179.88,180.57,176.85,177.42,177.42,54165675
2025-03-18,176.64,177.48,171.87,172.73,172.73,78769629
2025-03-19,174.45,178.38,173.4,177.07,177.07,39539300
2025-03-20,177.13,180.9,175.91,179.81,179.81,75093812
2025-03-21,181.28,181.98,180.37,181.15,181.15,62459311
2025-03-24,179.86,183.46,178.93,182.77,182.77,128543430
2025-03-25,182.13,188.46,180.85,186.46,186.46,54478566
2025-03-26,186.92,188.18,184.01,185.34,185.34,65042189
2025-03-27,185.43,186.48,183.45,184.61,184.61,77862711
2025-03-28,187.87,189.01,185.34,186.1,186.1,75815697
2025-03-31,185.89,186.98,183.26,183.91,183.91,95752422
2025-04-01,184.62,189.55,182.86,187.67,187.67,74718502
2025-04-02,187.36,189.75,186.51,189.21,189.21,58830013
2025-04-03,189.32,190.13,186.98,187.47,187.47,92141989
2025-04-04,186.88,189.52,185.94,188.11,188.11,44415823
2025-04-07,189.24,191.94,185.94,187.11,187.11,73066159
2025-04-08,186.99,187.37,186.23,186.46,186.46,105732065
2025-04-09,186.83,187.9,185.84,186.53,186.53,29839690
2025-04-10,187.32,190.19,185.15,188.54,188.54,84689903
2025-04-11,188.99,191.54,188.43,190.45,190.45,114661747
2025-04-14,190.76,192.44,186.26,188.4,188.4,123178553
2025-04-15,188.4,191.29,187.14,190.55,190.55,64101005
2025-04-16,191.76,193.35,188.8,189.79,189.79,139500239
2025-04-17,190.27,192.14,184.15,185.13,185.13,102320458
2025-04-18,185.51,187.88,184.7,186.43,186.43,104574018
2025-04-21,186.59,187.51,181.37,182.16,182.16,97118570
2025-04-22,181.63,182.14,180.72,181.27,181.27,69121640
2025-04-23,180.81,185.98,179.44,184.22,184.22,109550349
2025-04-24,186.86,189.35,185.44,187.7,187.7,59677188
2025-04-25,188.51,189.28,185.9,187.12,187.12,132610924
2025-04-28,186.3,188.36,184.23,186.06,186.06,97837212
2025-04-29,185.13,187.21,184.0,185.85,185.85,102927670
2025-04-30,184.92,185.69,179.87,180.82,180.82,87730460
2025-05-01,180.09,188.26,179.07,186.54,186.54,97716972
2025-05-02,185.39,187.39,183.17,184.47,184.47,131184761
2025-05-05,184.85,189.95,182.84,188.57,188.57,103000334
2025-05-06,187.22,189.08,186.42,188.37,188.37,97357445
2025-05-07,187.75,193.22,187.0,191.95,191.95,49368234
2025-05-08,191.51,198.56,190.57,197.6,197.6,30519070
2025-05-09,197.05,202.22,195.28,199.93,199.93,58531103
2025-05-12,199.9,207.0,199.31,206.72,206.72,154181482
2025-05-13,206.94,207.58,203.94,204.74,204.74,43199795
2025-05-14,204.99,208.65,203.7,207.09,207.09,75671931
2025-05-15,208.24,209.2,203.9,204.52,204.52,86099865
2025-05-16,205.71,208.01,199.37,200.92,200.92,117739738
2025-05-19,201.69,203.93,198.49,199.62,199.62,36189419
2025-05-20,198.25,200.47,195.47,196.99,196.99,74238872
2025-05-21,195.61,196.68,194.09,194.63,194.63,158249283
2025-05-22,194.89,197.4,192.72,196.01,196.01,68353112
2025-05-23,196.32,198.64,193.35,194.49,194.49,84191435
2025-05-26,194.14,194.95,191.82,192.95,192.95,85582728
2025-05-27,193.33,194.38,191.24,191.99,191.99,68636833
2025-05-28,191.74,192.87,188.71,189.44,189.44,51672177
2025-05-29,187.54,195.61,186.39,194.54,194.54,178529517
2025-05-30,194.6,199.93,193.25,198.19,198.19,88698119
2025-06-02,198.62,203.5,197.11,202.08,202.08,79577617
2025-06-03,203.78,205.34,197.89,199.25,199.25,79758212
2025-06-04,201.1,202.72,196.48,197.47,197.47,99603752
2025-06-05,197.25,198.23,195.37,196.42,196.42,68912561
2025-06-06,197.09,198.48,194.68,195.68,195.68,51711467
2025-06-09,195.8,198.08,191.19,193.64,193.64,57595726
2025-06-10,194.19,195.82,190.55,191.64,191.64,189421087
2025-06-11,190.73,194.73,190.13,194.17,194.17,117093388
2025-06-12,192.86,196.58,192.05,195.06,195.06,140556250
2025-06-13,195.54,198.01,194.74,197.29,197.29,101543984
2025-06-16,197.65,201.4,196.73,200.11,200.11,130950721
2025-06-17,198.35,199.69,195.98,197.16,197.16,106715046
2025-06-18,197.61,198.64,191.68,193.1,193.1,41231763
2025-06-19,192.31,197.6,191.98,196.97,196.97,147043653
2025-06-20,196.78,198.16,196.45,197.83,197.83,47294023
2025-06-23,198.2,202.9,196.93,201.3,201.3,82007531
2025-06-24,200.75,202.36,198.23,199.7,199.7,158052485
2025-06-25,199.38,201.88,198.75,200.75,200.75,210415322
2025-06-26,201.26,203.04,197.28,199.13,199.13,118532034
2025-06-27,198.19,198.92,195.07,195.76,195.76,128048257
2025-06-30,196.99,197.83,192.56,193.46,193.46,5919963
2025-07-01,191.92,192.78,184.66,185.9,185.9,176271138
2025-07-02,185.14,186.62,184.13,185.58,185.58,113647036
2025-07-03,186.13,187.0,182.85,183.6,183.6,50032752
2025-07-04,182.3,184.8,181.31,183.35,183.35,1000000
2025-07-07,183.72,189.68,181.45,187.46,187.46,28188422
2025-07-08,187.31,190.36,185.71,189.29,189.29,12392209
2025-07-09,188.71,189.47,187.14,188.0,188.0,185137630
2025-07-10,188.09,193.24,186.95,191.61,191.61,63016541
2025-07-11,191.34,192.24,189.98,191.34,191.34,27425135
2025-07-14,191.71,196.19,190.9,195.56,195.56,79576297
2025-07-15,196.06,197.52,191.63,193.19,193.19,60113002
2025-07-16,193.68,195.8,193.2,195.05,195.05,118560826
2025-07-17,195.12,199.57,194.54,198.87,198.87,51766693
2025-07-18,198.6,199.59,197.29,198.22,198.22,147426595
2025-07-21,197.58,198.76,195.69,197.02,197.02,42886235
2025-07-22,197.18,198.96,196.62,198.52,198.52,63806391
2025-07-23,198.06,198.92,194.39,195.78,195.78,74503630
2025-07-24,196.13,197.66,188.27,190.54,190.54,63119998
2025-07-25,189.75,193.04,188.55,192.44,192.44,1000000
2025-07-28,192.37,196.99,191.12,195.51,195.51,67254511
2025-07-29,193.8,200.71,191.7,198.87,198.87,97640503
2025-07-30,200.13,202.15,198.11,199.26,199.26,39016008
2025-07-31,200.62,201.3,197.64,198.33,198.33,102442219
2025-08-01,198.8,201.03,197.52,199.1,199.1,77539841
2025-08-04,198.86,199.62,196.06,196.55,196.55,137649804
2025-08-05,197.31,198.9,189.77,191.53,191.53,114623742
2025-08-06,191.6,192.22,187.29,188.62,188.62,62320770
2025-08-07,187.03,195.09,184.92,192.8,192.8,100316836
2025-08-08,191.97,192.58,190.89,191.25,191.25,35114655
2025-08-11,191.32,192.92,182.52,184.42,184.42,59344883
2025-08-12,184.53,185.59,179.33,181.59,181.59,108736362
2025-08-13,181.2,182.81,180.94,182.35,182.35,2808941
2025-08-14,181.82,183.61,180.99,182.46,182.46,181117557
2025-08-15,183.07,183.57,182.5,182.75,182.75,109254801
2025-08-18,182.24,183.11,177.54,179.11,179.11,109769433
2025-08-19,179.87,180.38,178.7,179.14,179.14,7952822
2025-08-20,179.74,183.01,178.47,181.77,181.77,95995240
2025-08-21,181.73,182.19,179.82,180.13,180.13,64919997
2025-08-22,181.99,183.92,181.47,183.05,183.05,8750528
2025-08-25,183.52,185.4,179.07,180.18,180.18,69111900
2025-08-26,181.39,182.58,179.98,181.45,181.45,39190731
2025-08-27,182.48,184.04,179.43,180.92,180.92,96111610
2025-08-28,180.3,183.63,179.12,182.77,182.77,142193252
2025-08-29,182.5,182.89,181.48,181.97,181.97,110247259
2025-09-01,180.53,187.22,179.26,185.88,185.88,134274635
2025-09-02,186.41,187.84,180.71,182.99,182.99,33384565
