Date,Open,High,Low,Close,Adj Close,Volume
2025-01-02,119.84,123.51,119.0,122.72,122.72,145277798
2025-01-03,122.2,122.73,119.12,119.87,119.87,1000000
2025-01-06,121.42,123.12,118.02,120.5,120.5,419053878
2025-01-07,120.18,125.59,119.38,124.5,124.5,182532502
2025-01-08,125.07,125.9,122.19,124.05,124.05,401037227
2025-01-09,123.88,126.87,122.51,124.4,124.4,308827719
2025-01-10,123.48,127.03,123.14,126.57,126.57,134334779
2025-01-13,124.93,129.87,123.84,128.65,128.65,165091808
2025-01-14,128.83,130.12,125.03,126.28,126.28,75490291
2025-01-15,125.92,129.46,124.76,127.97,127.97,1000000
2025-01-16,126.81,130.31,125.86,129.83,129.83,403886131
2025-01-17,127.96,129.93,126.78,128.25,128.25,370863324
2025-01-20,128.27,128.61,125.67,126.09,126.09,120613723
2025-01-21,124.81,132.19,123.99,130.39,130.39,161189684
2025-01-22,130.79,132.68,129.13,130.65,130.65,240269155
2025-01-23,132.21,134.58,130.64,132.04,132.04,522217463
2025-01-24,133.93,135.1,127.59,129.19,129.19,463291564
2025-01-27,130.89,132.53,128.67,130.4,130.4,468994333
2025-01-28,130.13,130.76,126.43,126.91,126.91,503547529
2025-01-29,128.14,128.68,125.59,126.04,126.04,326019116
2025-01-30,125.82,126.76,123.58,124.61,124.61,312483945
2025-01-31,125.01,126.61,121.69,123.06,123.06,406331142
2025-02-03,122.39,123.89,119.07,120.83,120.83,169156664
2025-02-04,121.18,121.61,114.83,115.58,115.58,92826819
2025-02-05,117.02,117.93,114.51,115.26,115.26,205858053
2025-02-06,116.01,118.62,114.15,117.39,117.39,293433928
2025-02-07,116.35,123.83,114.07,122.28,122.28,454096476
2025-02-10,122.09,124.79,120.03,123.08,123.08,521633549
2025-02-11,122.57,123.53,120.01,120.7,120.7,95805012
2025-02-12,119.56,120.71,119.14,119.96,119.96,555542044
2025-02-13,118.81,125.67,118.39,125.13,125.13,60631835
2025-02-14,126.9,128.44,120.8,122.2,122.2,524473272
2025-02-17,123.22,128.1,122.56,127.03,127.03,206907729
2025-02-18,125.37,129.58,123.14,128.0,128.0,499639244
2025-02-19,127.07,130.01,126.63,129.55,129.55,199797459
2025-02-20,130.43,131.71,126.71,127.62,127.62,507757414
2025-02-21,127.14,135.12,126.59,134.48,134.48,101185863
2025-02-24,133.45,135.3,132.82,134.48,134.48,106810611
2025-02-25,134.06,136.08,131.12,134.12,134.12,396508955
2025-02-26,133.04,138.18,131.32,136.44,136.44,361438960
2025-02-27,135.82,137.5,130.0,131.2,131.2,334335701
2025-02-28,131.42,134.31,124.71,126.41,126.41,457881302
2025-03-03,127.31,130.66,126.8,130.11,130.11,130249301
2025-03-04,130.79,135.68,128.96,134.39,134.39,352525151
2025-03-05,133.02,136.45,131.17,134.51,134.51,345878295
2025-03-06,135.67,137.54,126.5,127.82,127.82,201587645
2025-03-07,127.67,129.96,124.89,127.14,127.14,290546418
2025-03-10,126.54,127.21,121.52,121.95,121.95,171305468
2025-03-11,122.52,127.05,122.2,126.48,126.48,130896557
2025-03-12,125.1,125.76,124.52,125.38,125.38,389142685
2025-03-13,126.33,130.01,124.71,127.94,127.94,429367936
2025-03-14,127.36,128.63,122.96,124.01,124.01,410348993
2025-03-17,124.81,128.43,122.93,126.88,126.88,7586362
2025-03-18,128.46,130.97,126.83,128.9,128.9,27598533
2025-03-19,128.08,131.26,126.33,130.07,130.07,391659409
2025-03-20,130.27,137.12,128.42,136.17,136.17,188195812
2025-03-21,136.04,144.82,134.33,141.94,141.94,66292227
2025-03-24,142.23,144.35,134.03,136.31,136.31,258673450
2025-03-25,137.04,139.0,133.73,135.13,135.13,513269710
2025-03-26,134.59,135.61,133.57,134.48,134.48,499696710
2025-03-27,133.59,134.64,130.69,131.67,131.67,378911842
2025-03-28,131.3,135.88,129.78,135.01,135.01,594710048
2025-03-31,133.84,135.07,128.18,129.63,129.63,492461892
2025-04-01,129.51,130.82,127.27,128.98,128.98,691042924
2025-04-02,127.62,128.7,124.62,126.02,126.02,259778380
2025-04-03,128.31,130.4,120.0,121.51,121.51,705156602
2025-04-04,119.72,126.36,117.98,125.24,125.24,560075168
2025-04-07,124.39,129.07,123.94,128.46,128.46,600216181
2025-04-08,129.41,130.48,119.22,120.51,120.51,367025127
2025-04-09,121.5,122.37,120.63,121.78,121.78,137567769
2025-04-10,122.19,123.47,116.7,118.32,118.32,424996518
2025-04-11,117.42,124.79,115.94,123.34,123.34,656658408
2025-04-14,125.41,125.99,123.75,124.3,124.3,347867078
2025-04-15,124.68,129.78,124.16,129.53,129.53,436259906
2025-04-16,130.79,133.48,126.86,128.95,128.95,567434950
2025-04-17,129.4,131.41,127.14,129.67,129.67,354143062
2025-04-18,127.53,128.94,126.25,127.96,127.96,77828530
2025-04-21,126.79,131.06,125.37,129.48,129.48,379274838
2025-04-22,130.42,132.4,129.0,131.06,131.06,59061279
2025-04-23,131.16,135.73,129.97,135.1,135.1,542247306
2025-04-24,133.82,135.64,132.73,134.11,134.11,411846606
2025-04-25,133.57,139.75,133.17,139.19,139.19,521371415
2025-04-28,140.19,147.95,138.5,146.51,146.51,198860754
2025-04-29,145.62,147.08,138.92,140.32,140.32,189288644
2025-04-30,140.31,141.73,137.1,139.17,139.17,495594779
2025-05-01,139.36,141.13,137.07,138.66,138.66,655335709
2025-05-02,140.57,141.87,132.26,134.63,134.63,588468545
2025-05-05,132.79,135.71,131.75,134.6,134.6,381383479
2025-05-06,134.23,137.01,132.06,135.58,135.58,539730946
2025-05-07,137.37,138.99,132.98,133.83,133.83,589353991
2025-05-08,133.61,137.89,132.3,136.76,136.76,93785315
2025-05-09,136.44,137.42,133.58,134.33,134.33,477358146
2025-05-12,134.69,135.28,129.63,130.05,130.05,108354306
2025-05-13,130.82,133.29,127.57,129.24,129.24,310597944
2025-05-14,128.95,132.38,126.34,129.53,129.53,476553045
2025-05-15,129.04,134.5,127.76,133.38,133.38,230076334
2025-05-16,133.62,135.35,130.42,132.33,132.33,297878824
2025-05-19,132.52,135.36,130.8,132.49,132.49,511105935
2025-05-20,131.38,134.36,129.97,133.59,133.59,102413205
2025-05-21,133.98,135.61,129.73,131.78,131.78,205685911
2025-05-22,132.01,134.78,131.1,133.87,133.87,297946760
2025-05-23,132.51,134.11,132.07,133.43,133.43,668575953
2025-05-26,134.52,136.02,133.24,134.3,134.3,507098097
2025-05-27,133.04,134.71,131.52,132.81,132.81,104887110
2025-05-28,129.89,144.99,127.76,142.81,142.81,555131831
2025-05-29,143.51,145.23,132.27,133.64,133.64,301636259
2025-05-30,134.87,135.95,132.03,132.66,132.66,316646429
2025-06-02,133.06,134.54,128.32,131.27,131.27,537847498
2025-06-03,130.87,132.95,129.22,132.0,132.0,205202393
2025-06-04,134.13,139.33,132.34,137.77,137.77,346361661
2025-06-05,135.73,141.7,134.06,140.8,140.8,206850528
2025-06-06,140.19,141.26,138.02,138.67,138.67,504363442
2025-06-09,137.96,141.97,135.64,140.5,140.5,634849014
2025-06-10,140.27,145.41,138.3,144.1,144.1,368391308
2025-06-11,143.38,147.56,141.35,146.19,146.19,330611589
2025-06-12,146.3,147.28,145.3,145.98,145.98,508976685
2025-06-13,145.03,147.65,143.51,146.32,146.32,492364510
2025-06-16,147.55,149.77,144.12,145.71,145.71,91981717
2025-06-17,147.27,148.67,145.68,146.32,146.32,331858168
2025-06-18,146.23,149.59,145.01,147.65,147.65,254961565
2025-06-19,148.31,149.13,145.64,147.15,147.15,33220842
2025-06-20,146.5,150.84,145.95,150.18,150.18,375834265
2025-06-23,152.02,153.71,147.64,148.72,148.72,43963801
2025-06-24,150.74,154.3,149.24,152.8,152.8,489660666
2025-06-25,151.93,161.01,150.58,159.04,159.04,452723372
2025-06-26,158.36,166.63,156.65,164.38,164.38,621860885
2025-06-27,164.86,168.02,163.23,165.78,165.78,409982795
2025-06-30,167.11,168.41,161.7,162.33,162.33,465939360
2025-07-01,163.49,165.42,162.93,164.67,164.67,173194508
2025-07-02,164.01,167.82,161.63,164.89,164.89,293965012
2025-07-03,166.52,169.37,156.15,158.38,158.38,258631465
2025-07-04,158.56,166.23,156.85,164.17,164.17,352190428
2025-07-07,161.6,174.89,158.55,171.63,171.63,378757427
2025-07-08,171.86,175.43,171.14,174.59,174.59,204208745
2025-07-09,174.74,177.53,170.91,173.0,173.0,557299454
2025-07-10,173.97,177.88,172.54,176.67,176.67,555638191
2025-07-11,177.32,182.35,175.15,181.08,181.08,500564875
2025-07-14,178.83,179.94,169.53,171.15,171.15,345738595
2025-07-15,173.89,177.13,160.57,163.82,163.82,52595004
2025-07-16,162.93,163.48,159.7,160.4,160.4,59718197
2025-07-17,161.67,164.09,160.41,163.35,163.35,565643697
2025-07-18,164.86,166.34,162.01,163.75,163.75,407300873
2025-07-21,163.96,166.04,161.14,164.35,164.35,397193235
2025-07-22,163.67,165.29,162.95,164.4,164.4,531195892
2025-07-23,165.92,172.18,162.53,168.46,168.46,471346689
2025-07-24,168.16,173.33,166.13,170.74,170.74,366891577
2025-07-25,172.19,174.3,165.89,167.3,167.3,396032311
2025-07-28,167.01,171.14,165.96,169.62,169.62,384366697
2025-07-29,167.82,170.96,165.63,169.21,169.21,556087814
2025-07-30,169.2,177.93,166.64,175.38,175.38,296923616
2025-07-31,174.64,183.6,173.37,182.25,182.25,313943073
2025-08-01,181.62,182.73,176.28,177.15,177.15,533219112
2025-08-04,174.56,181.32,170.4,179.37,179.37,102130488
2025-08-05,181.62,188.61,180.26,185.9,185.9,311600992
2025-08-06,183.23,185.08,182.09,183.72,183.72,384500159
2025-08-07,183.9,188.28,183.17,187.61,187.61,1000000
2025-08-08,186.45,190.61,184.65,189.06,189.06,252001681
2025-08-11,190.22,195.29,188.46,192.86,192.86,745019163
2025-08-12,193.41,201.91,191.27,199.26,199.26,317088948
2025-08-13,199.51,207.58,197.89,206.04,206.04,516879923
2025-08-14,205.7,206.64,203.48,204.95,204.95,454461754
2025-08-15,202.87,205.8,202.27,205.0,205.0,414299225
2025-08-18,205.99,210.77,199.33,202.91,202.91,498899621
2025-08-19,202.6,203.42,197.52,197.93,197.93,351217958
2025-08-20,199.44,201.67,197.99,200.34,200.34,427168303
2025-08-21,200.66,203.03,199.9,202.21,202.21,468499723
2025-08-22,201.64,204.49,193.7,196.87,196.87,438410522
2025-08-25,198.12,206.43,194.26,203.24,203.24,582539301
2025-08-26,202.75,204.86,190.08,193.92,193.92,398023375
2025-08-27,193.72,194.21,185.64,186.16,186.16,474728890
2025-08-28,187.17,189.51,184.61,186.41,186.41,343100357
2025-08-29,187.12,192.83,186.08,191.83,191.83,627628683
2025-09-01,193.39,200.43,190.77,196.98,196.98,381735049
2025-09-02,196.75,209.29,195.94,208.45,208.45,222927243
