Date,Open,High,Low,Close,Adj Close,Volume
2024-06-24,149.01,151.14,144.16,145.59,145.59,175474118
2024-06-25,144.53,149.32,143.36,148.01,148.01,41234651
2024-06-26,147.44,153.53,146.37,152.13,152.13,53606950
2024-06-27,150.85,153.86,149.06,151.93,151.93,68944389
2024-06-28,154.05,157.59,151.18,155.05,155.05,184445674
2024-07-01,155.09,159.57,152.62,156.2,156.2,140854147
2024-07-02,155.43,156.6,153.03,154.2,154.2,169914682
2024-07-03,154.44,156.92,152.96,155.35,155.35,71489188
2024-07-04,155.22,161.77,153.32,160.26,160.26,152423021
2024-07-05,160.01,161.37,158.03,160.16,160.16,101137929
2024-07-08,160.86,168.46,158.3,165.31,165.31,111607423
2024-07-09,166.2,167.83,154.95,156.83,156.83,42123443
2024-07-10,156.24,160.87,155.16,159.46,159.46,132778664
2024-07-11,158.82,162.54,154.84,159.76,159.76,168937526
2024-07-12,159.45,162.26,155.79,158.82,158.82,146540454
2024-07-15,156.26,161.34,154.35,159.13,159.13,63411662
2024-07-16,157.44,158.63,151.6,152.9,152.9,119264237
2024-07-17,154.38,156.72,150.2,152.24,152.24,81337097
2024-07-18,154.02,156.83,151.97,153.36,153.36,189354852
2024-07-19,153.09,160.46,150.81,158.02,158.02,400300695
2024-07-22,158.66,162.99,152.05,156.39,156.39,67988578
2024-07-23,156.73,158.02,152.18,153.88,153.88,115769856
2024-07-24,157.26,158.79,151.29,152.35,152.35,180143555
2024-07-25,153.56,156.35,152.65,155.2,155.2,171527019
2024-07-26,155.06,158.16,153.57,156.25,156.25,153367887
2024-07-29,155.2,157.81,153.15,154.61,154.61,133317654
2024-07-30,152.87,158.79,150.88,156.24,156.24,47708874
2024-07-31,156.46,158.49,154.41,156.56,156.56,151040329
2024-08-01,155.73,161.34,153.72,159.67,159.67,109480625
2024-08-02,158.07,160.15,155.76,157.44,157.44,55449853
2024-08-05,156.73,159.31,153.01,156.42,156.42,72743336
2024-08-06,155.23,160.15,152.54,155.21,155.21,114602533
2024-08-07,157.07,158.94,148.51,150.71,150.71,141750199
2024-08-08,151.65,153.16,150.17,151.63,151.63,114420756
2024-08-09,151.63,154.26,148.46,152.45,152.45,132103234
2024-08-12,154.05,155.78,150.04,152.48,152.48,158747762
2024-08-13,152.57,155.02,148.04,151.78,151.78,134682546
2024-08-14,150.86,152.67,144.64,147.53,147.53,90576968
2024-08-15,149.12,151.27,144.87,146.3,146.3,133956099
2024-08-16,146.86,149.1,142.49,145.31,145.31,129933057
2024-08-19,144.25,146.69,140.81,143.0,143.0,54048777
2024-08-20,142.8,144.41,140.52,142.55,142.55,47812276
2024-08-21,141.67,146.31,139.87,143.73,143.73,132421926
2024-08-22,142.33,152.16,139.92,149.32,149.32,97096505
2024-08-23,150.3,152.05,147.96,149.86,149.86,129954444
2024-08-26,151.89,155.0,147.87,150.66,150.66,181825991
2024-08-27,149.18,152.75,146.9,150.45,150.45,70875274
2024-08-28,151.05,152.33,142.68,144.76,144.76,61027962
2024-08-29,144.09,146.53,141.76,144.7,144.7,96224251
2024-08-30,144.2,147.33,141.85,144.89,144.89,162001701
2024-09-02,144.29,153.47,143.01,152.28,152.28,94216938
2024-09-03,151.36,154.47,149.63,151.71,151.71,92191239
2024-09-04,151.76,154.83,150.41,152.65,152.65,120553964
2024-09-05,151.76,154.73,150.44,152.56,152.56,182335445
2024-09-06,152.86,155.44,146.73,149.03,149.03,99659731
2024-09-09,148.98,154.41,147.33,152.52,152.52,120146860
2024-09-10,152.26,157.05,149.67,154.87,154.87,100512805
2024-09-11,153.88,158.83,152.44,157.37,157.37,124707876
2024-09-12,156.73,158.37,152.44,154.53,154.53,105471225
2024-09-13,155.36,164.27,149.94,158.98,158.98,135785497
2024-09-16,159.55,163.75,152.09,154.57,154.57,114269286
2024-09-17,153.51,158.2,151.79,156.43,156.43,133356003
2024-09-18,156.54,164.99,154.27,163.51,163.51,173947075
2024-09-19,164.38,167.03,158.16,160.29,160.29,62943631
2024-09-20,158.42,160.82,155.66,158.49,158.49,124560346
2024-09-23,159.1,160.72,156.19,158.83,158.83,99611007
2024-09-24,158.09,159.71,154.54,157.24,157.24,89218169
2024-09-25,157.88,159.91,149.99,152.42,152.42,73538954
2024-09-26,151.6,155.04,149.5,152.65,152.65,48735924
2024-09-27,150.72,152.44,147.6,149.43,149.43,101167250
2024-09-30,147.73,152.46,146.19,150.88,150.88,52467801
2024-10-01,150.94,154.09,145.87,148.13,148.13,100680696
2024-10-02,148.4,154.74,147.43,152.85,152.85,184270724
2024-10-03,151.88,154.38,148.55,150.47,150.47,187321694
2024-10-04,151.15,152.45,147.89,149.52,149.52,129318212
2024-10-07,147.77,154.5,145.75,152.0,152.0,42253558
2024-10-08,151.93,153.7,146.6,148.3,148.3,324587591
2024-10-09,147.04,150.95,144.95,149.0,149.0,44096582
2024-10-10,148.31,154.39,145.93,152.99,152.99,88746604
2024-10-11,153.04,155.01,145.3,148.13,148.13,120820997
2024-10-14,147.23,150.49,144.93,148.7,148.7,167079536
2024-10-15,148.3,151.62,147.1,149.5,149.5,119605168
2024-10-16,150.56,155.04,146.9,151.89,151.89,139345567
2024-10-17,151.27,152.6,147.21,148.17,148.17,123966579
2024-10-18,149.04,149.82,143.02,144.29,144.29,64414900
2024-10-21,143.15,148.11,141.45,145.83,145.83,162979288
2024-10-22,146.38,148.73,144.31,146.73,146.73,164563665
2024-10-23,148.23,149.55,145.59,147.49,147.49,112956638
2024-10-24,144.94,151.21,143.3,148.54,148.54,186334602
2024-10-25,147.7,150.34,144.62,146.53,146.53,245206888
2024-10-28,147.13,148.51,144.97,147.23,147.23,171378253
2024-10-29,147.02,149.5,145.7,148.12,148.12,181373840
2024-10-30,148.51,150.49,143.14,146.02,146.02,125748715
2024-10-31,145.4,154.36,143.11,151.64,151.64,85784006
2024-11-01,151.73,155.1,150.03,153.11,153.11,63382612
2024-11-04,152.94,156.29,146.96,149.49,149.49,116422781
2024-11-05,150.73,153.27,149.59,151.5,151.5,66275440
2024-11-06,151.78,152.98,147.05,148.57,148.57,145030618
2024-11-07,148.93,153.04,147.48,150.97,150.97,175003999
2024-11-08,150.53,156.52,148.64,154.55,154.55,78080479
2024-11-11,154.02,155.58,150.01,152.03,152.03,114979193
2024-11-12,151.57,157.13,149.67,155.03,155.03,46414436
2024-11-13,155.46,158.95,152.77,156.34,156.34,65277349
2024-11-14,155.88,160.25,153.95,158.98,158.98,95588025
2024-11-15,159.3,168.94,156.61,165.19,165.19,171956364
2024-11-18,167.63,174.98,157.5,164.39,164.39,172216402
2024-11-19,165.41,167.72,158.73,161.93,161.93,128521838
2024-11-20,161.56,164.55,156.78,159.07,159.07,121683443
2024-11-21,160.43,162.11,153.57,156.5,156.5,123349913
2024-11-22,156.05,158.06,154.27,156.27,156.27,50910319
2024-11-25,154.04,159.09,152.48,157.37,157.37,90826691
2024-11-26,156.25,161.27,153.36,158.27,158.27,175888891
2024-11-27,156.19,164.09,153.57,160.95,160.95,97533739
2024-11-28,160.55,162.61,157.9,161.01,161.01,71959649
2024-11-29,161.03,168.2,157.93,165.81,165.81,146865093
2024-12-02,167.79,170.02,163.55,164.95,164.95,44421459
2024-12-03,165.33,176.48,161.53,174.27,174.27,173961473
2024-12-04,174.0,178.89,172.21,176.5,176.5,351753655
2024-12-05,177.53,181.8,170.04,173.5,173.5,123038142
2024-12-06,170.81,172.95,167.5,169.81,169.81,110756341
2024-12-09,170.09,173.5,168.14,171.49,171.49,272123077
2024-12-10,172.42,174.54,169.28,170.74,170.74,115502238
2024-12-11,168.97,175.71,167.2,173.23,173.23,106805740
2024-12-12,174.64,180.73,168.75,174.91,174.91,87655948
2024-12-13,175.33,177.39,172.51,174.68,174.68,107670303
2024-12-16,174.17,177.91,166.22,171.74,171.74,142281779
2024-12-17,172.51,174.23,165.63,166.59,166.59,47236598
2024-12-18,169.28,171.09,163.53,165.12,165.12,43527561
2024-12-19,165.33,168.89,164.31,168.01,168.01,145081292
2024-12-20,168.31,169.69,166.57,168.76,168.76,96711234
2024-12-23,168.21,170.89,162.48,164.59,164.59,149472072
2024-12-24,163.61,167.77,161.62,165.19,165.19,43806550
2024-12-25,166.16,169.19,163.07,166.5,166.5,167008678
2024-12-26,165.49,167.59,162.52,163.57,163.57,58921040
2024-12-27,163.66,165.53,160.89,164.1,164.1,103123209
2024-12-30,163.55,166.72,161.23,164.31,164.31,171892737
2024-12-31,164.87,166.08,158.72,160.59,160.59,54638755
2025-01-01,160.97,165.5,158.45,161.77,161.77,138690827
2025-01-02,162.96,166.78,161.29,163.63,163.63,153468995
2025-01-03,163.04,169.31,160.76,167.26,167.26,110195794
2025-01-06,166.94,173.36,164.32,170.87,170.87,52544226
2025-01-07,169.69,171.65,163.62,166.21,166.21,117799897
2025-01-08,165.69,166.91,162.19,163.11,163.11,105702347
2025-01-09,163.55,167.23,161.26,164.83,164.83,175412043
2025-01-10,165.72,168.29,163.62,166.57,166.57,149409811
2025-01-13,165.49,169.81,163.68,168.33,168.33,90746988
2025-01-14,169.36,184.07,167.0,181.94,181.94,50026573
2025-01-15,183.69,188.56,179.17,184.07,184.07,128772774
2025-01-16,184.61,190.81,181.65,188.35,188.35,85593445
2025-01-17,190.86,193.64,189.39,192.03,192.03,149626682
2025-01-20,190.99,197.85,188.23,194.59,194.59,165602006
2025-01-21,192.89,197.64,190.48,193.38,193.38,93303367
2025-01-22,190.97,201.68,184.24,196.38,196.38,174796176
2025-01-23,198.47,200.53,191.06,193.37,193.37,121856701
2025-01-24,194.27,195.82,191.05,192.47,192.47,126033923
2025-01-27,192.4,199.01,184.06,190.62,190.62,151401538
2025-01-28,191.0,193.56,189.04,190.96,190.96,156421867
2025-01-29,189.45,203.81,185.8,200.1,200.1,175649359
2025-01-30,203.58,206.91,188.97,192.73,192.73,194545900
2025-01-31,192.91,198.92,190.71,195.44,195.44,147032436
2025-02-03,195.59,197.52,186.44,189.21,189.21,95808723
2025-02-04,190.18,197.96,181.17,187.44,187.44,321617553
2025-02-05,188.07,194.1,185.94,191.62,191.62,83071494
2025-02-06,191.92,197.38,189.06,191.89,191.89,41946792
2025-02-07,190.82,193.04,185.79,187.79,187.79,126683145
2025-02-10,188.41,191.1,180.76,185.12,185.12,142508513
2025-02-11,187.59,190.49,184.74,187.7,187.7,142594970
2025-02-12,189.49,191.26,183.63,184.97,184.97,153473757
2025-02-13,187.06,189.43,184.36,185.8,185.8,134042640
2025-02-14,185.13,187.49,183.13,186.0,186.0,62104315
2025-02-17,184.7,186.69,181.39,183.59,183.59,155426374
2025-02-18,183.43,195.17,181.3,191.72,191.72,97660045
2025-02-19,191.79,195.91,190.03,194.21,194.21,277633024
2025-02-20,195.71,198.75,183.62,186.46,186.46,158759955
2025-02-21,184.25,190.58,179.06,187.18,187.18,184651044
2025-02-24,189.21,193.26,181.38,184.72,184.72,41158006
2025-02-25,184.52,190.95,181.17,187.95,187.95,159651969
2025-02-26,187.38,189.79,182.94,184.99,184.99,127984673
2025-02-27,183.67,186.65,181.33,184.58,184.58,111186351
2025-02-28,182.44,188.67,180.29,186.49,186.49,158574477
2025-03-03,187.58,191.03,185.57,189.8,189.8,169843641
2025-03-04,189.9,191.83,182.34,185.28,185.28,110702296
2025-03-05,183.6,185.75,181.97,184.06,184.06,52245806
2025-03-06,182.38,185.72,180.04,182.33,182.33,145867486
2025-03-07,181.89,185.3,177.01,179.96,179.96,75906395
2025-03-10,182.09,188.98,180.61,186.5,186.5,70265301
2025-03-11,186.16,192.29,181.72,188.05,188.05,66336774
2025-03-12,186.07,188.0,181.65,183.35,183.35,67792960
2025-03-13,183.04,188.15,181.49,186.8,186.8,172417611
2025-03-14,186.44,203.36,179.86,194.99,194.99,95379661
2025-03-17,191.31,202.77,187.9,199.11,199.11,53766374
2025-03-18,199.03,203.02,190.55,193.12,193.12,64465675
2025-03-19,192.81,194.37,188.84,191.27,191.27,95270656
2025-03-20,192.21,199.36,189.63,196.24,196.24,91102059
2025-03-21,198.82,201.23,190.7,193.48,193.48,87591355
2025-03-24,195.03,198.21,192.13,195.24,195.24,169282621
2025-03-25,194.87,201.56,191.15,198.34,198.34,159706315
2025-03-26,196.8,199.47,191.69,194.69,194.69,178100259
2025-03-27,198.26,200.52,192.8,194.48,194.48,90237814
2025-03-28,194.56,197.12,179.73,182.2,182.2,62222338
2025-03-31,182.22,185.28,174.7,178.5,178.5,76453178
2025-04-01,178.47,179.76,176.01,177.61,177.61,54576474
2025-04-02,177.86,180.76,170.81,173.22,173.22,181949805
2025-04-03,173.04,187.23,167.88,179.03,179.03,76416267
2025-04-04,178.31,180.33,172.24,173.97,173.97,112705211
2025-04-07,173.3,175.69,170.38,172.45,172.45,70288807
2025-04-08,172.41,174.49,171.16,172.92,172.92,184256849
2025-04-09,172.26,180.92,169.72,178.04,178.04,117574929
2025-04-10,177.15,185.89,166.7,172.98,172.98,121315287
2025-04-11,173.11,180.22,171.51,177.11,177.11,190817162
2025-04-14,176.79,178.5,174.74,177.16,177.16,116239192
2025-04-15,179.05,182.69,171.92,173.71,173.71,172402154
2025-04-16,170.49,176.62,169.61,175.36,175.36,173791457
2025-04-17,176.71,179.27,172.69,176.08,176.08,159535293
2025-04-18,177.64,179.43,173.01,173.99,173.99,158746151
2025-04-21,171.46,175.94,169.01,174.25,174.25,124226935
2025-04-22,173.83,175.93,171.86,172.92,172.92,126082411
2025-04-23,172.47,174.48,171.18,173.34,173.34,164209368
2025-04-24,171.62,179.08,168.24,175.69,175.69,107859000
2025-04-25,174.73,183.51,173.02,181.42,181.42,190078129
2025-04-28,180.0,181.76,175.22,176.96,176.96,167671743
2025-04-29,179.17,186.64,177.16,184.76,184.76,96066347
2025-04-30,185.98,190.33,172.33,177.65,177.65,102511984
2025-05-01,179.25,181.5,174.3,177.13,177.13,144214919
2025-05-02,178.03,180.67,176.62,179.26,179.26,177645658
2025-05-05,177.84,183.42,174.37,180.3,180.3,52442502
2025-05-06,179.64,181.35,175.54,178.07,178.07,49123947
2025-05-07,178.69,180.0,175.91,177.35,177.35,74737335
2025-05-08,175.83,178.16,173.04,175.61,175.61,103205547
2025-05-09,176.5,178.69,170.66,173.56,173.56,65922053
2025-05-12,173.27,180.12,169.67,176.58,176.58,110477433
2025-05-13,176.11,180.45,174.68,177.87,177.87,114623713
2025-05-14,178.77,181.08,173.13,175.43,175.43,173131348
2025-05-15,175.98,180.87,173.94,178.66,178.66,148740552
2025-05-16,178.2,184.66,174.73,179.79,179.79,78896888
2025-05-19,181.26,187.91,174.08,182.78,182.78,147105830
2025-05-20,181.39,186.95,178.48,185.14,185.14,151317026
2025-05-21,185.94,188.41,180.17,182.09,182.09,135176771
2025-05-22,182.85,185.81,178.23,180.06,180.06,138747147
2025-05-23,179.67,184.26,177.23,182.82,182.82,87571455
2025-05-26,183.24,187.45,180.78,185.1,185.1,137584186
2025-05-27,183.48,188.15,180.45,185.05,185.05,58284248
2025-05-28,186.26,189.17,182.76,185.5,185.5,128147106
2025-05-29,185.26,193.29,181.56,190.37,190.37,174019294
2025-05-30,189.67,191.33,185.38,188.13,188.13,184819425
2025-06-02,189.53,193.8,187.07,190.24,190.24,80112853
2025-06-03,189.3,191.99,187.62,189.49,189.49,85709649
2025-06-04,187.61,190.44,184.72,188.68,188.68,126659022
2025-06-05,186.62,193.97,185.04,192.93,192.93,98631335
2025-06-06,193.75,200.2,191.67,196.19,196.19,294003672
2025-06-09,194.42,202.52,192.02,199.45,199.45,67039492
2025-06-10,201.94,208.89,197.61,204.79,204.79,63020443
2025-06-11,201.81,206.5,200.58,204.9,204.9,47098567
2025-06-12,207.37,212.4,203.18,207.76,207.76,175998108
2025-06-13,208.07,210.64,204.06,206.49,206.49,73297504
2025-06-16,206.35,211.15,203.64,207.87,207.87,80297268
2025-06-17,207.07,209.1,205.25,207.35,207.35,166483365
2025-06-18,207.93,210.85,205.01,207.78,207.78,154000218
2025-06-19,207.72,212.75,206.36,210.31,210.31,162352344
2025-06-20,211.95,214.41,204.24,206.89,206.89,129208824
2025-06-23,207.06,221.45,203.1,215.83,215.83,54622066
2025-06-24,216.06,218.55,208.4,211.52,211.52,143091644
2025-06-25,210.98,214.0,203.0,206.43,206.43,124529064
2025-06-26,206.35,214.95,203.78,211.33,211.33,172244600
2025-06-27,211.79,218.02,208.43,214.76,214.76,112441884
2025-06-30,212.18,220.76,209.46,217.5,217.5,62956479
2025-07-01,215.44,222.77,211.66,220.3,220.3,128124489
2025-07-02,221.46,226.59,216.24,220.27,220.27,109048302
2025-07-03,220.53,222.5,213.32,216.35,216.35,271630801
2025-07-04,216.06,219.34,212.98,216.7,216.7,102091589
2025-07-07,216.73,220.25,210.8,213.79,213.79,59175621
2025-07-08,214.31,222.07,211.68,218.06,218.06,181485389
2025-07-09,217.23,222.31,213.15,217.44,217.44,152988663
2025-07-10,216.25,219.67,210.17,213.87,213.87,113792839
2025-07-11,214.17,216.55,210.77,212.52,212.52,80282342
2025-07-14,211.05,225.6,198.84,214.32,214.32,131644209
2025-07-15,214.93,217.16,210.06,211.92,211.92,101560194
2025-07-16,209.39,211.36,205.19,208.46,208.46,135378249
2025-07-17,209.98,211.78,207.79,209.51,209.51,56932367
2025-07-18,210.21,212.92,206.88,210.57,210.57,72483327
2025-07-21,210.95,213.78,206.04,208.45,208.45,147042884
2025-07-22,209.9,211.84,203.95,206.51,206.51,50583273
2025-07-23,208.95,211.12,205.51,207.5,207.5,141608182
2025-07-24,208.99,212.3,198.81,201.55,201.55,105567761
2025-07-25,198.95,202.71,193.14,195.94,195.94,44595595
2025-07-28,194.18,196.2,191.23,193.14,193.14,151226175
2025-07-29,192.29,195.38,188.47,192.33,192.33,143421234
2025-07-30,192.37,196.14,190.24,193.57,193.57,161837603
2025-07-31,194.27,201.43,192.63,199.43,199.43,178843075
2025-08-01,198.41,205.44,195.85,202.93,202.93,149308419
2025-08-04,203.2,205.61,200.31,202.3,202.3,154594211
2025-08-05,201.23,204.64,199.51,202.25,202.25,55290206
2025-08-06,201.38,203.69,194.92,198.23,198.23,168582896
2025-08-07,196.27,199.73,193.9,198.17,198.17,172905771
2025-08-08,196.89,199.09,194.5,197.05,197.05,290719393
2025-08-11,195.18,201.76,190.06,198.36,198.36,149239418
2025-08-12,196.99,198.79,192.46,195.1,195.1,142343067
2025-08-13,196.55,198.84,195.33,197.17,197.17,162876792
2025-08-14,195.86,205.56,194.18,203.38,203.38,360690575
2025-08-15,207.2,211.29,197.89,202.96,202.96,118925710
2025-08-18,203.67,206.74,201.56,204.63,204.63,151206861
2025-08-19,204.9,209.26,202.63,207.53,207.53,166507071
2025-08-20,206.27,208.26,204.57,205.88,205.88,81601775
2025-08-21,206.9,208.96,204.18,206.83,206.83,47927252
2025-08-22,205.99,208.23,203.77,206.91,206.91,46452457
2025-08-25,207.09,211.61,203.09,207.34,207.34,98818886
2025-08-26,211.12,213.6,199.72,204.16,204.16,42401878
2025-08-27,204.02,206.21,202.43,204.28,204.28,76253902
2025-08-28,205.95,210.96,202.96,206.37,206.37,77649243
2025-08-29,205.35,216.85,201.4,212.52,212.52,145887648
2025-09-01,212.46,223.68,204.07,216.69,216.69,73303772
2025-09-02,219.42,228.08,218.34,226.33,226.33,171246383
2025-09-03,225.33,241.65,212.94,222.88,222.88,117015093
2025-09-04,225.75,228.35,224.43,226.86,226.86,181332146
2025-09-05,228.0,229.59,226.11,227.73,227.73,125357205
2025-09-08,226.82,241.61,222.41,238.03,238.03,72674713
2025-09-09,239.1,244.33,228.71,234.21,234.21,45003436
2025-09-10,235.82,239.76,226.65,230.31,230.31,82820220
2025-09-11,231.32,235.65,224.57,227.57,227.57,126333931
2025-09-12,225.06,228.85,216.0,218.05,218.05,58030065
2025-09-15,216.94,220.58,212.9,215.78,215.78,61976729
2025-09-16,215.4,218.24,208.95,212.53,212.53,123399206
2025-09-17,212.42,216.75,208.57,213.2,213.2,134902319
2025-09-18,214.13,218.37,210.68,214.7,214.7,53906996
2025-09-19,214.96,226.4,213.21,223.0,223.0,45098076
2025-09-22,220.91,228.86,217.94,227.34,227.34,101728606
2025-09-23,227.95,230.88,221.56,224.73,224.73,82645028
2025-09-24,225.7,226.97,218.54,220.72,220.72,119810025
2025-09-25,221.6,225.22,218.96,222.95,222.95,176508814
2025-09-26,224.66,226.17,215.14,217.12,217.12,168061106
